id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39433053,Rental unit in Khet Khlong Toei · 1 bedroom · 1 bed · 1 bath,199348564,Wasinee,,Khlong Toei,13.70747,100.59512,Entire home/apt,2700,3,0,,,1,54,0,
39545563,Condo in Khet Khlong San · 1 bedroom · 1 bed · 1 bath,303835805,Sansita,,Khlong San,13.71937,100.50211,Entire home/apt,1239,1,0,,,1,0,0,
39264075,Serviced apartment in Khet Ratchathewi · 2 bedrooms · 3 beds · 2 baths,270442733,Suparat,,Ratchathewi,13.7499,100.52948,Entire home/apt,12720,1,0,,,51,364,0,
39433573,Guesthouse in Khet Phra Nakhon · 1 bedroom · 1 bath,34795931,Kim,,Phra Nakhon,13.77101,100.49884,Private room,1530,1,0,,,44,345,0,
39433854,Guesthouse in Khet Phra Nakhon · 1 bedroom · 1 bath,34795931,Kim,,Bang Phlat,13.77082,100.49767,Private room,1530,1,0,,,44,350,0,
39434054,Rental unit in Khet Ratchathewi · ★4.26 · 2 bedrooms · 2 beds · 1 bath,20133201,Willam,,Vadhana,13.7479,100.56314,Entire home/apt,1443,2,58,2023-05-16,1.29,47,331,42,
39740835,Serviced apartment in Khet Huai Khwang · ★5.0 · 2 bedrooms · 3 beds · 2 baths,304429524,Dararat From Maitria Rama Nine,,Huai Khwang,13.752148381589397,100.58011658027168,Entire home/apt,6929,1,6,2020-02-27,0.14,12,363,0,
39434156,Guesthouse in Bangkok · 1 bedroom · 1 bed · 2 shared baths,34795931,Kim,,Dusit,13.77275,100.50183,Private room,589,1,0,,,44,327,0,
39434537,Guesthouse in Bangkok · 1 bedroom · 1 bed · 2 baths,34795931,Kim,,Dusit,13.77472,100.51391,Private room,589,1,2,2023-03-04,0.28,44,324,2,
39743229,Condo in Khet Phra Khanong · 1 bedroom · 1 bed · 1.5 baths,70606798,Atcharin,,Phra Khanong,13.6985,100.60638,Entire home/apt,700,7,0,,,1,0,0,
39434656,Guesthouse in Bangkok · 1 bedroom · 1 bed · 2 shared baths,34795931,Kim,,Dusit,13.77321,100.50357,Private room,450,1,2,2023-03-23,0.05,44,360,1,
39435136,Guesthouse in Bangkok · ★4.75 · 1 bedroom · 1 bed · 2 shared baths,34795931,Kim,,Dusit,13.77195,100.50393,Private room,450,1,4,2023-04-09,0.63,44,357,4,
39552210,Bed and breakfast in Khet Phra Nakhon · ★4.57 · 2 bedrooms · 2 beds · 1 private bath,294144476,YakThai,,Phra Nakhon,13.74747,100.49856,Private room,3229,1,14,2023-05-01,1.34,3,167,14,
39555107,Condo in Khet Khlong Toei · ★4.77 · 2 bedrooms · 2 beds · 2 baths,267746594,Windy,,Khlong Toei,13.72445,100.56331,Entire home/apt,2699,28,26,2023-05-12,0.59,40,132,7,
39743577,Boutique hotel in Khet Phra Nakhon · ★4.67 · 1 bedroom · 2 beds · 1 bath,294144476,YakThai,,Phra Nakhon,13.7477,100.49878,Private room,2400,1,3,2023-03-18,0.20,3,177,2,
39563410,Hostel in Khet Yan Nawa · 1 bedroom · 1 bed · 1 bath,192586951,Pagon,,Yan na wa,13.69679,100.53146,Private room,935,1,2,2020-02-07,0.05,8,364,0,
39743602,Serviced apartment in Suan Luang · 2 bedrooms · 4 beds · 2.5 baths,305194252,Celadon,,Suanluang,13.74081,100.59911,Entire home/apt,4500,1,0,,,1,365,0,
39743706,Rental unit in Khet Ratchathewi · ★4.94 · Studio · 1 bed · 1 bath,120880881,Paniss And Penny,,Ratchathewi,13.75137,100.53954,Entire home/apt,1530,2,88,2023-06-21,1.99,13,67,54,
39563436,Hostel in Khet Yan Nawa · ★4.57 · 1 bedroom · 1 bed · 1.5 baths,192586951,Pagon,,Yan na wa,13.69669,100.53324,Private room,849,1,21,2023-05-08,0.48,8,357,11,
39567894,Condo in Khet Yan Nawa · 1 bedroom · 1 bed · 1 bath,304024829,Rfg,,Yan na wa,13.69909,100.54514,Entire home/apt,1110,1,0,,,1,0,0,
39435540,Guesthouse in Khet Phra Nakhon · 1 bedroom · 1 bed · 1 private bath,34795931,Kim,,Dusit,13.7716,100.50164,Private room,1118,1,0,,,44,365,0,
39435739,Guesthouse in Khet Phra Nakhon · 1 bedroom · 1 bed · 1 bath,34795931,Kim,,Phra Nakhon,13.76879,100.49791,Private room,1118,1,0,,,44,334,0,
39756957,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,2925,1,0,,,21,35,0,
39436351,Condo in Khet Prawet · 2 bedrooms · 2 beds · 2 baths,290863292,Pakapen,,Pra Wet,13.71807,100.65589,Entire home/apt,1500,1,0,,,5,180,0,
39568409,Condo in Khet Sathon · ★4.57 · 1 bedroom · 2 beds · 1 bath,269693222,Piyarat,,Sathon,13.70995,100.52033,Entire home/apt,1266,1,42,2023-06-03,0.95,5,169,19,
39757611,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,3276,1,0,,,21,30,0,
39757729,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,3276,1,0,,,21,25,0,
39572992,Condo in Phra kanong · ★5.0 · 1 bedroom · 2 beds · 1 private bath,51374673,Phalawut,,Vadhana,13.71833,100.58964,Private room,1050,21,10,2023-06-02,0.24,7,168,6,
39438648,Rental unit in Khet Phra Nakhon · ★4.67 · Studio · 1 bed · 1 bath,302706011,Prae,,Phra Nakhon,13.76182,100.50324,Private room,550,1,177,2023-06-18,4.00,11,329,49,
39757839,Rental unit in Ratchathewi  · ★4.43 · Studio · 1 bed · 1 bath,40262107,Patty,,Ratchathewi,13.75266,100.52927,Entire home/apt,1000,1,14,2022-11-14,0.32,39,87,3,
39439082,Rental unit in Khet Phra Nakhon · ★4.82 · Studio · 1 bed · 1 bath,302706011,Prae,,Phra Nakhon,13.76227,100.50252,Private room,534,1,115,2023-06-09,2.59,11,264,67,
39588301,Home in Khet Nong Chok · 3 bedrooms · 1 bed · 4 baths,167328806,Ded,,Nong Chok,13.87757,100.90546,Private room,1000,1,0,,,1,0,0,
39758253,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,2925,1,0,,,21,34,0,
39758314,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7339,100.51202,Entire home/apt,2925,1,0,,,21,35,0,
39758657,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,2925,1,1,2019-11-17,0.02,21,31,0,
39588424,Serviced apartment in กรุงเทพมหานคร · 2 bedrooms · 2 beds · 2 shared baths,113338135,Lorna,,Vadhana,13.72969,100.59882,Private room,5500,1,0,,,1,365,0,
39446900,Townhouse in Khet Ratchathewi · ★4.75 · 1 bedroom · 2 beds · 1 private bath,270928967,Kaem,,Ratchathewi,13.75272,100.5376,Private room,900,1,4,2021-01-02,0.09,11,0,0,
39758727,Aparthotel in Khet Samphanthawong · 1 bedroom · 1 bed · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,2925,1,0,,,21,31,0,
39760040,Aparthotel in Khet Samphanthawong · 1 bedroom · 2 beds · 1 bath,285546572,Riverview,,Samphanthawong,13.7343,100.51186,Entire home/apt,4446,1,0,,,21,163,0,
39447939,Condo in Khet Huai Khwang · ★5.0 · 1 bedroom · 1 bed · 1 bath,298150280,Papaya,,Huai Khwang,13.79008,100.57656,Entire home/apt,1028,1,3,2020-01-25,0.07,1,90,0,
39588492,Home in Khet Bangkok Yai · 9 bedrooms · 13 beds · 4 baths,304187993,Chatvalee,,Bangkok Yai,13.74148,100.48485,Entire home/apt,700,1,0,,,1,0,0,
39761294,Townhouse in Khet Bang Rak · ★4.57 · Studio · 2 beds · 1 bath,194021695,The Anonymous House,,Bang Rak,13.72628,100.5193,Entire home/apt,1200,3,28,2023-03-29,0.63,9,145,1,
39590674,Rental unit in Bangkok · ★4.85 · 1 bedroom · 1 bed · 1 private bath,1927968,Evan,,Sathon,13.720548,100.54697,Private room,480,1,13,2023-03-24,0.29,39,361,4,
39448574,Townhouse in Krung Thep Maha Nakhon · ★5.0 · 1 bedroom · 1 bed · 1 private bath,37548814,Jira,,Ratchathewi,13.75855,100.54254,Private room,990,1,3,2022-12-26,0.07,3,298,2,
39761396,Condo in Khet Ratchathewi · ★4.78 · 1 bedroom · 2 beds · 1 bath,222512870,Yi,,Ratchathewi,13.750328,100.555481,Entire home/apt,1380,28,9,2020-03-09,0.21,10,167,0,
39450415,Townhouse in Wattana · ★4.66 · 5 bedrooms · 6 beds · 4 baths,132322,Dasiri Property,,Vadhana,13.74622,100.55987,Entire home/apt,4510,2,29,2023-05-24,0.67,1,296,20,
39593830,Townhouse in Khet Yan Nawa · 1 bedroom · 1 bath,192586951,Pagon,,Yan na wa,13.69667,100.53121,Private room,916,1,1,2022-07-24,0.09,8,360,1,
39761585,Hotel in Thailand · 2 bedrooms · 2 beds · 1 bath,301148796,Sawassakorn,,Sathon,13.71633,100.54006,Private room,3500,1,0,,,9,0,0,
39761897,Hotel in Thailand · 1 bedroom · 1 bed · 1 private bath,301148796,Sawassakorn,,Sathon,13.71826,100.53855,Private room,2500,1,0,,,9,0,0,
39593923,Boutique hotel in Khet Huai Khwang · 1 bedroom · 4 beds · 1 bath,290303592,Arachaporn,,Huai Khwang,13.77506,100.57652,Private room,1400,1,0,,,6,178,0,
39450933,Hotel in Khet Phaya Thai · ★4.0 · 1 bedroom · 1 bed · 1 private bath,303037310,Arbtip,,Phaya Thai,13.79074,100.55099,Private room,850,1,6,2023-03-19,0.14,4,365,2,
39451281,Rental unit in Khet Din Daeng · 1 bedroom · 1 bed · 1 shared bath,303038382,Voravich,,Din Daeng,13.76855,100.56806,Private room,650,1,0,,,2,365,0,
39762117,Hotel in Bangkok · 1 bedroom · 1 bed · 1 private bath,301148796,Sawassakorn,,Bang Kho laen,13.69415,100.52279,Private room,1500,1,0,,,9,0,0,
39451421,Bed and breakfast in Bangkok · ★4.98 · 1 bedroom · 1 bed · 1 private bath,28809954,Sani,,Thon buri,13.7168,100.48554,Private room,957,1,48,2023-06-20,1.11,4,306,35,
39452077,Rental unit in Khet Khlong Toei · ★4.72 · 1 bedroom · 1 bed · 1 bath,201677068,Curry,,Khlong Toei,13.73603,100.55919,Entire home/apt,1795,1,105,2023-06-19,2.35,254,347,52,
39596682,Rental unit in Khet Khlong Toei · 1 bedroom · 1 bed · 1.5 baths,157737601,Mongkorn,,Khlong Toei,13.70564,100.59272,Entire home/apt,900,2,1,2020-01-04,0.02,4,164,0,
39762269,Hotel in Bangkok · 1 bedroom · 1 bed · 1 private bath,301148796,Sawassakorn,,Bang Kho laen,13.69388,100.5244,Private room,2000,1,0,,,9,0,0,
39597966,Hostel in Krung Thep Maha Nakhon · ★4.80 · 1 bedroom · 4 beds · 1.5 shared baths,14391623,Sasi,,Phra Nakhon,13.74912,100.49913,Private room,1600,1,5,2023-06-04,0.12,24,176,3,
39598643,Rental unit in Bangna · ★4.33 · 1 bedroom · 1 bed · 1 private bath,302224694,Chaichan,,Bang Na,13.66362,100.62588,Private room,856,1,3,2023-01-18,0.07,14,365,2,
39452927,Hotel in Khet Phaya Thai · ★3.89 · 1 bedroom · 1 bed · 1 private bath,303037310,Arbtip,,Phaya Thai,13.79078,100.55299,Private room,700,1,9,2023-01-30,0.21,4,365,6,
39762330,Serviced apartment in Khet Din Daeng · Studio · 2 beds · 1 private bath,214748006,Lita,,Din Daeng,13.75714,100.56422,Private room,1293,1,0,,,4,90,0,
39453505,Rental unit in Khet Pathum Wan · ★4.91 · 2 bedrooms · 2 beds · 2 baths,9088749,Natalie,,Parthum Wan,13.7394,100.54137,Entire home/apt,2723,7,11,2023-05-31,0.66,15,36,10,
39453604,Hotel in Khet Phaya Thai · ★4.65 · 1 bedroom · 2 beds · 1 private bath,303037310,Arbtip,,Phaya Thai,13.79082,100.55276,Private room,700,1,23,2023-06-01,0.54,4,365,22,
39599380,Condo in Khet Suan Luang · 3 bedrooms · 5 beds · 3 baths,168835220,Cartoon R.,,Suanluang,13.70934,100.60932,Private room,1643,1,0,,,2,0,0,
39762401,Hotel in Bangkok · 1 bedroom · 1 bed · 1 private bath,301148796,Sawassakorn,,Bang Kho laen,13.6952,100.52287,Private room,1700,1,0,,,9,0,0,
39613344,Home in Bang Phlat · 1 bedroom · 1 bed · 3 shared baths,17791076,Wassa,,Bang Phlat,13.77521,100.48244,Private room,800,1,0,,,2,0,0,
39453729,Condo in Khet Bang Na · 1 bedroom · 2 beds · 1 bath,231239852,Aimy,,Khlong Toei,13.70336,100.59197,Entire home/apt,800,30,0,,,22,173,0,
39453773,Rental unit in Khet Pathum Wan · ★4.91 · 1 bedroom · 1 bed · 1 bath,9088749,Natalie,,Parthum Wan,13.73919,100.54128,Entire home/apt,1407,28,11,2021-11-10,0.25,15,36,0,
39453839,Townhouse in Thailand · Studio · 1 bed · 1 private bath,297870836,Sarawin,,Pra Wet,13.69476,100.64393,Private room,790,1,1,2022-12-16,0.16,4,363,1,
39763417,Condo in Thon Buri · 1 bedroom · 1 bed · 1 bath,81275310,Prang,,Thon buri,13.71281,100.48228,Private room,896,7,0,,,1,0,0,
39454220,Condo in Khet Phra Khanong · ★4.67 · 1 bedroom · 1 bed · 1 private bath,205009798,Suwadee,,Phra Khanong,13.68324,100.62406,Private room,841,1,3,2023-03-10,0.48,1,85,3,
39614149,Home in Bang Phlat · 1 bedroom · 6 beds · 3 shared baths,17791076,Wassa,,Bang Phlat,13.77483,100.48129,Shared room,2400,1,0,,,2,0,0,
39616143,Serviced apartment in Khet Phaya Thai · ★4.90 · 1 bedroom · 1 bed · 1 private bath,289023695,Phisit,,Phaya Thai,13.77387,100.53218,Private room,678,1,21,2020-03-12,0.48,11,238,0,
39617615,Rental unit in Khet Khlong Toei · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,157737601,Mongkorn,,Khlong Toei,13.70384,100.59161,Entire home/apt,980,2,3,2023-05-23,0.07,4,179,2,
39763533,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,119203329,Leona,,Huai Khwang,13.75563,100.57589,Entire home/apt,1100,10,1,2020-01-11,0.02,28,90,0,
39618752,Rental unit in Khet Watthana · ★4.50 · 1 bedroom · 1 bed · 1 bath,157737601,Mongkorn,,Suanluang,13.71198,100.60338,Entire home/apt,920,2,6,2023-06-19,0.14,4,176,4,
39454291,Condo in Khet Khlong Toei · ★4.70 · 2 bedrooms · 4 beds · 2 baths,6379413,Rekha,,Khlong Toei,13.7376,100.55348,Entire home/apt,3914,1,61,2023-06-11,1.38,4,164,35,
39454928,Rental unit in Khet Khlong Toei · ★4.58 · 1 bedroom · 1 bed · 1 bath,201677068,Curry,,Khlong Toei,13.73589,100.5574,Entire home/apt,1480,1,26,2022-09-17,0.58,254,363,2,
39763771,Rental unit in Bangkok · 1 bedroom · 2 beds · 1 bath,119203329,Leona,,Huai Khwang,13.75544,100.57483,Entire home/apt,1200,3,1,2020-01-25,0.02,28,90,0,
39473231,Condo in Bangkok · 1 bedroom · 2 beds · 1 bath,231239852,Aimy,,Khlong Toei,13.70556,100.59225,Entire home/apt,800,28,1,2020-01-15,0.02,22,173,0,
39766295,Rental unit in Khet Suan Luang · ★4.95 · Studio · 1 bed · 1 bath,36808034,Lalana,,Suanluang,13.74488,100.60367,Entire home/apt,790,1,156,2023-05-30,3.57,2,90,84,
39619211,Rental unit in Khet Huai Khwang · ★3.75 · 1 bedroom · 1 bed · 1.5 baths,304429745,Tian,,Huai Khwang,13.76964,100.57636,Entire home/apt,745,25,4,2020-03-24,0.09,13,364,0,
39772769,Rental unit in Bangkok · Studio · 1 bed · 1 bath,284549024,LuYa,,Bang Kapi,13.74947,100.60355,Entire home/apt,981,30,0,,,3,365,0,
39778199,Rental unit in Khet Huai Khwang · ★5.0 · 2 bedrooms · 3 beds · 3 baths,265925211,沐清,,Huai Khwang,13.75703,100.56727,Entire home/apt,3200,1,3,2023-06-22,3,5,138,3,
39619563,Rental unit in Khet Huai Khwang · ★4.83 · 1 bedroom · 1 bed · 1 bath,52161947,Noons,,Huai Khwang,13.77134,100.57992,Entire home/apt,721,28,18,2020-09-10,0.41,124,333,0,
39619595,Condo in เขตจตุจักร · 2 bedrooms · 2 beds · 1.5 baths,217711917,Wisut,,Chatu Chak,13.85504,100.58462,Entire home/apt,586,180,0,,,1,83,0,
39480335,Loft in Khet Pom Prap Sattru Phai · ★4.55 · 1 bedroom · 4 beds · 1 bath,59874191,Angela,,Pom Prap Sattru Phai,13.75666,100.50751,Entire home/apt,990,1,22,2023-06-24,0.51,10,167,11,
39481116,Rental unit in Khet Huai Khwang · 1 bedroom · 1 bed · 1 bath,219301393,Jack,,Din Daeng,13.76722,100.57021,Entire home/apt,700,365,2,2019-12-31,0.05,9,364,0,
39780992,Home in Khet Samphanthawong · 4 bedrooms · 5 beds · 4 baths,305647942,Baan Dhammachard,,Samphanthawong,13.73438,100.51122,Entire home/apt,15000,1,1,2021-02-13,0.03,3,0,0,
39484348,Bed and breakfast in Khet Pom Prap Sattru Phai · 1 bedroom · 1 bed · 1 private bath,25895241,Tantai,,Pom Prap Sattru Phai,13.75465,100.50666,Private room,1750,1,0,,,2,179,0,
39492235,Rental unit in Khet Chatuchak · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,105438416,Rachasak,,Chatu Chak,13.80992,100.56791,Private room,790,2,26,2023-05-13,0.58,3,180,8,
39493309,Rental unit in 曼谷 · ★4.56 · 1 bedroom · 1 bed · 1 private bath,166559468,Jane,,Huai Khwang,13.7718,100.58113,Private room,1452,90,9,2020-08-13,0.21,12,208,0,
39621075,Rental unit in Bang Kho Laem · ★4.83 · 2 bedrooms · 2 beds · 1 bath,59021281,Yoss,,Bang Kho laen,13.70359,100.50644,Entire home/apt,1263,2,24,2023-06-21,0.55,1,171,9,
39621085,Condo in Khet Watthana · ★4.0 · 1 bedroom · 1.5 baths,13858975,Demo,,Vadhana,13.71208,100.60169,Entire home/apt,834,2,3,2023-06-17,0.07,11,176,2,
39622717,Condo in Khet Watthana · ★4.85 · 2 bedrooms · 2 beds · 2 baths,267746594,Windy,,Vadhana,13.72024,100.58531,Entire home/apt,2550,28,27,2023-06-18,0.62,40,120,5,
39781920,Hotel in Khet Bang Rak · 1 bedroom · 1 bed · 1 private bath,181055470,Ayara,,Bang Rak,13.72845,100.53606,Private room,5000,1,0,,,6,365,0,
39623302,Condo in Khet Khlong Toei · 2 bedrooms · 2 beds · 2 baths,231239852,Aimy,,Khlong Toei,13.72173,100.57649,Entire home/apt,3800,10,1,2020-01-03,0.02,22,173,0,
39624338,Hostel in Khet Phra Khanong · 3 bedrooms · 6 beds · 4 shared baths,121051544,Kopkit,,Phra Khanong,13.68887,100.61773,Shared room,352,1,0,,,2,365,0,
39781964,Hotel in Khet Bang Rak · 1 bedroom · 1 bed · 1 bath,181055470,Ayara,,Bang Rak,13.72667,100.53827,Private room,5000,1,0,,,6,365,0,
39493856,Rental unit in 曼谷 · ★4.90 · 1 bedroom · 1 bed · 1 bath,166559468,Jane,,Huai Khwang,13.77187,100.58058,Entire home/apt,1452,90,10,2023-01-20,0.23,12,208,1,
39781979,Hotel in Khet Bang Rak · 1 bedroom · 1 bed · 1 bath,181055470,Ayara,,Bang Rak,13.72845,100.53747,Private room,5000,1,0,,,6,365,0,
39494049,Rental unit in Khet Rachatewi · 1 bedroom · 1 bed · 1 bath,299438510,Manoo House,,Ratchathewi,13.75454,100.53458,Entire home/apt,1373,1,0,,,3,363,0,
39625461,Condo in Khet Khlong Toei · ★3.67 · 2 bedrooms · 2 beds · 2.5 baths,231239852,Aimy,,Khlong Toei,13.73433,100.56106,Entire home/apt,3200,7,3,2020-01-24,0.07,22,173,0,
39782135,Bed and breakfast in Khet Bang Rak · 1 bedroom · 1 bed · 1 bath,181055470,Ayara,,Bang Rak,13.72652,100.5379,Private room,5000,1,0,,,6,365,0,
39782146,Bed and breakfast in Khet Bang Rak · 1 bedroom · 1 bed · 1 bath,181055470,Ayara,,Bang Rak,13.72713,100.53808,Private room,5000,1,0,,,6,365,0,
39630301,Condo in Bangkok · 2 bedrooms · 2 beds · 2 baths,30159946,Tammie,,Huai Khwang,13.76598,100.5851,Entire home/apt,2800,1,1,2019-12-28,0.02,1,0,0,
39638898,Rental unit in Khet Bang Phlat · 2 bedrooms · 2 beds · 2 baths,272358230,Charles,,Bang Phlat,13.79905,100.50784,Entire home/apt,900,90,0,,,28,364,0,
39494164,Condo in Khet Watthana · 1 bedroom · 1 bed · 1 private bath,12979304,Boyd,,Vadhana,13.73173,100.58689,Private room,1000,3,1,2019-12-20,0.02,1,0,0,
39782160,Bed and breakfast in Khet Bang Rak · 1 bedroom · 1 bed · 1 bath,181055470,Ayara,,Bang Rak,13.72707,100.53799,Private room,5000,1,0,,,6,365,0,
39783688,Condo in Khet Prawet · Studio · 1 bed · 1 bath,263356033,Elements,,Pra Wet,13.69502,100.64653,Entire home/apt,849,3,2,2020-03-01,0.05,6,181,0,
39783891,Condo in Khet Prawet · Studio · 1 bed · 1 bath,263356033,Elements,,Pra Wet,13.69683,100.64616,Entire home/apt,535,3,1,2020-02-19,0.02,6,147,0,
39494499,Rental unit in Bangkok · ★4.83 · 1 bedroom · 4 beds · 1 bath,299438510,Manoo House,,Ratchathewi,13.75329,100.53276,Entire home/apt,1761,1,6,2023-03-20,0.14,3,363,1,
39498058,Condo in Khet Lak Si · ★4.95 · 1 bedroom · 1 bed · 1 bath,31785866,Kate,,Lak Si,13.88032,100.58797,Entire home/apt,670,30,38,2023-05-22,0.86,4,113,20,
39639243,Home in Ratchathewi · 1 bedroom · 2 beds · 1 private bath,247203902,Note,,Ratchathewi,13.75154,100.5591,Private room,1069,1,1,2020-01-13,0.02,3,258,0,
39639641,Townhouse in Khet Phra Khanong · ★4.90 · 2 bedrooms · 2 beds · 2 baths,259988855,Piyasuk,,Phra Khanong,13.687975507935462,100.61029728086069,Private room,1700,1,10,2023-06-06,0.24,3,175,9,
39639900,Bed and breakfast in Khet Phra Nakhon · ★4.33 · 1 bedroom · 1 bed · 0 baths,294144476,YakThai,,Phra Nakhon,13.74903,100.49707,Private room,1226,1,3,2023-02-15,0.07,3,186,2,
39641874,Condo in Klongteoy · Studio · 2 beds · 2.5 baths,36199099,Ohh,,Khlong Toei,13.72458,100.57045,Entire home/apt,2300,20,1,2019-12-27,0.02,4,349,0,
39643656,Condo in Donmuang · ★4.27 · 1 bedroom · 2 beds · 1 bath,304634876,Monchai,,Don Mueang,13.89072,100.58321,Entire home/apt,950,1,15,2020-05-30,0.35,1,0,0,
39784066,Condo in Khet Phra Khanong · 1 bedroom · 1 bed · 1 bath,305824050,Purin,,Phra Khanong,13.68614,100.6006,Entire home/apt,3300,1,0,,,1,90,0,
39510596,Home in Khet Phra Nakhon · 1 bedroom · 4 beds · 1 private bath,302821293,Warisara,,Phra Nakhon,13.75358,100.50332,Private room,1200,1,0,,,6,0,0,
39510659,Home in Khet Phra Nakhon · 6 bedrooms · 22 beds · 6.5 baths,302821293,Warisara,,Phra Nakhon,13.75767,100.50101,Entire home/apt,6000,1,0,,,6,146,0,
39511812,Home in Khet Phra Nakhon · 1 bedroom · 2 beds · 1 bath,302821293,Warisara,,Phra Nakhon,13.75376,100.50235,Private room,600,1,0,,,6,0,0,
39785027,Condo in Khet Watthana · ★4.80 · 3 bedrooms · 3 beds · 3.5 baths,37194944,Darren,,Vadhana,13.74419,100.55698,Entire home/apt,6503,2,51,2023-06-21,1.16,8,313,33,
39512402,Rental unit in Sathon · ★4.33 · 1 bedroom · 1 bed · 1 private bath,202672789,Piphat,,Sathon,13.72033,100.54824,Private room,820,1,6,2020-02-01,0.14,26,364,0,
39512597,Home in Khet Phra Nakhon · 1 bedroom · 4 beds · 1 shared bath,302821293,Warisara,,Phra Nakhon,13.75368,100.50296,Private room,1100,1,0,,,6,0,0,
39646022,Condo in Khet Bang Kapi · 1 bedroom · 1 bed · 1.5 baths,281318184,Kathryn,,Bang Kapi,13.7783,100.64236,Private room,375,7,0,,,2,339,0,
39647192,Villa in Khet Huai Khwang · 3 bedrooms · 2 beds · 2 shared baths,281318184,Kathryn,,Huai Khwang,13.79215,100.58192,Private room,1500,30,0,,,2,178,0,
39785136,Hotel in Bangkok · 1 bedroom · 1 bed · 1 bath,301148796,Sawassakorn,,Sathon,13.72261,100.53858,Private room,1700,1,0,,,9,0,0,
39647976,Condo in Khet Watthana · ★4.93 · 2 bedrooms · 2 beds · 2 baths,267746594,Windy,,Vadhana,13.72008,100.58534,Entire home/apt,2549,28,27,2023-06-11,0.62,40,221,7,
39513205,Home in Khet Phra Nakhon · 1 bedroom · 4 beds · 1 shared bath,302821293,Warisara,,Phra Nakhon,13.75564,100.5013,Private room,1100,1,0,,,6,0,0,
39785357,Aparthotel in Khet Khan Na Yao · 1 bedroom · 1 bed · 1 bath,179454886,Punya,,Khan Na Yao,13.85066,100.66546,Private room,450,1,0,,,1,0,0,
39785594,Rental unit in Khet Ratchathewi · ★4.50 · 1 bedroom · 1 bed · 1 bath,201677068,Curry,,Ratchathewi,13.74915,100.55473,Entire home/apt,1065,3,30,2023-01-25,0.69,254,364,4,
39517355,Condo in Khet Yan Nawa · ★4.47 · 1 bedroom · 1 bed · 1 bath,132473239,Amb Ville,,Yan na wa,13.70129,100.5333,Entire home/apt,1290,1,19,2023-01-02,0.43,29,344,5,
39648584,Rental unit in Khet Phra Nakhon · ★4.63 · Studio · 2 beds · 1 private bath,302706011,Prae,,Phra Nakhon,13.76185,100.50093,Private room,900,1,8,2023-06-12,0.18,11,364,6,
39785758,Serviced apartment in Klongtonsai Klongsan  · ★4.29 · 1 bedroom · 3 beds · 1.5 baths,6308634,Nanthwan,,Khlong San,13.71868,100.50968,Entire home/apt,1350,1,38,2023-06-05,0.87,13,159,17,
39791941,Townhouse in Khet Din Daeng · 1 bedroom · 11 beds · 3.5 shared baths,305888378,Sumalee,,Din Daeng,13.77114,100.56093,Shared room,390,1,0,,,1,0,0,
39803245,Farm stay in Khet Khlong San · 1 bedroom · 2 beds · 1.5 baths,138912570,Supansa,,Khlong San,13.71938,100.4945,Entire home/apt,1690,2,1,2023-03-27,0.33,3,179,1,
39805674,Serviced apartment in 曼谷 · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,265775228,Pp,,Vadhana,13.73265,100.57064,Entire home/apt,3200,3,3,2022-10-26,0.07,6,180,2,
39653373,Boutique hotel in Bangkok · Studio · 1 bed · 1 private bath,150895050,Punyawat,,Vadhana,13.72577,100.58669,Private room,1800,1,0,,,1,179,0,
39807192,Serviced apartment in Bangkok · 2 bedrooms · 2 beds · 1.5 baths,104184812,Antique Palace,,Vadhana,13.72143,100.58519,Private room,3400,7,0,,,2,0,0,
39660212,Rental unit in Khet Don Mueang · 1 bedroom · 1 bed · 1 private bath,185461146,Kurasara,,Don Mueang,13.9216,100.57813,Private room,800,1,0,,,1,0,0,
39518464,Condo in Khet Yan Nawa · ★4.24 · 1 bedroom · 2 beds · 1 bath,132473239,Amb Ville,,Yan na wa,13.69942,100.53326,Entire home/apt,1390,1,42,2023-05-03,0.94,29,361,12,
