travelCode,userCode,name,place,days,price,total,date
56046,545,Hotel Z,Aracaju (SE),3,208.04,624.12,10/14/2021
56048,545,Hotel AU,Recife (PE),1,312.83,312.83,10/28/2021
56055,545,Hotel Z,Aracaju (SE),1,208.04,208.04,12/16/2021
56066,545,Hotel BD,Natal (RN),1,242.88,242.88,03/03/2022
56067,545,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/10/2022
56069,545,Hotel BD,Natal (RN),4,242.88,971.52,03/24/2022
56070,545,Hotel Z,Aracaju (SE),3,208.04,624.12,03/31/2022
56071,545,Hotel K,Salvador (BH),2,263.41,526.82,04/07/2022
56073,545,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/21/2022
56074,545,Hotel BD,Natal (RN),2,242.88,485.76,04/28/2022
56075,545,Hotel BD,Natal (RN),2,242.88,485.76,05/05/2022
56077,545,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/19/2022
56089,545,Hotel Z,Aracaju (SE),3,208.04,624.12,08/11/2022
56090,545,Hotel A,Florianopolis (SC),2,313.02,626.04,08/18/2022
56092,545,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/01/2022
56095,545,Hotel K,Salvador (BH),4,263.41,1053.64,09/22/2022
56096,545,Hotel Z,Aracaju (SE),4,208.04,832.16,09/29/2022
56105,545,Hotel Z,Aracaju (SE),4,208.04,832.16,12/01/2022
56106,545,Hotel K,Salvador (BH),3,263.41,790.23,12/08/2022
56109,545,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/29/2022
56110,545,Hotel AU,Recife (PE),4,312.83,1251.32,01/05/2023
56117,545,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/23/2023
56125,545,Hotel AU,Recife (PE),1,312.83,312.83,04/20/2023
56126,545,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/27/2023
56128,545,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/11/2023
56129,545,Hotel AU,Recife (PE),4,312.83,1251.32,05/18/2023
56133,545,Hotel K,Salvador (BH),3,263.41,790.23,06/15/2023
56136,546,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/26/2019
56139,546,Hotel A,Florianopolis (SC),1,313.02,313.02,10/17/2019
56140,546,Hotel BP,Brasilia (DF),2,247.62,495.24,10/24/2019
56143,546,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
56150,546,Hotel AU,Recife (PE),1,312.83,312.83,01/02/2020
56151,546,Hotel Z,Aracaju (SE),3,208.04,624.12,01/09/2020
56154,546,Hotel K,Salvador (BH),2,263.41,526.82,01/30/2020
56156,546,Hotel BD,Natal (RN),1,242.88,242.88,02/13/2020
56157,546,Hotel BD,Natal (RN),2,242.88,485.76,02/20/2020
56166,546,Hotel BP,Brasilia (DF),1,247.62,247.62,04/23/2020
56170,546,Hotel K,Salvador (BH),1,263.41,263.41,05/21/2020
56180,546,Hotel BD,Natal (RN),3,242.88,728.64,07/30/2020
56182,546,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/13/2020
56183,546,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/20/2020
56186,546,Hotel AF,Sao Paulo (SP),1,139.1,139.1,09/10/2020
56187,546,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/17/2020
56189,546,Hotel Z,Aracaju (SE),3,208.04,624.12,10/01/2020
56197,546,Hotel BD,Natal (RN),2,242.88,485.76,11/26/2020
56207,546,Hotel BD,Natal (RN),1,242.88,242.88,02/04/2021
56212,546,Hotel BD,Natal (RN),4,242.88,971.52,03/11/2021
56213,546,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/18/2021
56217,546,Hotel BD,Natal (RN),4,242.88,971.52,04/15/2021
56220,546,Hotel AU,Recife (PE),3,312.83,938.49,05/06/2021
56224,546,Hotel BP,Brasilia (DF),3,247.62,742.86,06/03/2021
56225,546,Hotel BP,Brasilia (DF),1,247.62,247.62,06/10/2021
56226,546,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/17/2021
56233,546,Hotel BD,Natal (RN),1,242.88,242.88,08/05/2021
56234,547,Hotel AU,Recife (PE),1,312.83,312.83,09/26/2019
56235,547,Hotel AU,Recife (PE),3,312.83,938.49,10/03/2019
56243,547,Hotel Z,Aracaju (SE),4,208.04,832.16,11/28/2019
56249,547,Hotel BP,Brasilia (DF),2,247.62,495.24,01/09/2020
56259,548,Hotel BP,Brasilia (DF),4,247.62,990.48,11/14/2019
56268,548,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/16/2020
56270,548,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/30/2020
56272,548,Hotel BD,Natal (RN),3,242.88,728.64,02/13/2020
56275,548,Hotel BP,Brasilia (DF),1,247.62,247.62,03/05/2020
56279,548,Hotel AU,Recife (PE),4,312.83,1251.32,04/02/2020
56284,548,Hotel Z,Aracaju (SE),4,208.04,832.16,05/07/2020
56291,548,Hotel BP,Brasilia (DF),4,247.62,990.48,06/25/2020
56305,548,Hotel BP,Brasilia (DF),2,247.62,495.24,10/01/2020
56313,548,Hotel BD,Natal (RN),1,242.88,242.88,11/26/2020
56314,548,Hotel A,Florianopolis (SC),3,313.02,939.06,12/03/2020
56315,548,Hotel Z,Aracaju (SE),4,208.04,832.16,12/10/2020
56322,548,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/28/2021
56324,548,Hotel Z,Aracaju (SE),3,208.04,624.12,02/11/2021
56325,548,Hotel AU,Recife (PE),3,312.83,938.49,02/18/2021
56329,548,Hotel K,Salvador (BH),4,263.41,1053.64,03/18/2021
56334,549,Hotel Z,Aracaju (SE),3,208.04,624.12,09/26/2019
56336,549,Hotel K,Salvador (BH),3,263.41,790.23,10/10/2019
56339,549,Hotel BP,Brasilia (DF),2,247.62,495.24,10/31/2019
56340,549,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/07/2019
56341,549,Hotel Z,Aracaju (SE),1,208.04,208.04,11/14/2019
56348,549,Hotel BD,Natal (RN),4,242.88,971.52,01/02/2020
56351,549,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/23/2020
56356,549,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/27/2020
56359,549,Hotel BP,Brasilia (DF),2,247.62,495.24,03/19/2020
56360,549,Hotel K,Salvador (BH),1,263.41,263.41,03/26/2020
56363,549,Hotel AU,Recife (PE),1,312.83,312.83,04/16/2020
56366,549,Hotel BD,Natal (RN),2,242.88,485.76,05/07/2020
56367,549,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/14/2020
56370,549,Hotel AU,Recife (PE),2,312.83,625.66,06/04/2020
56373,549,Hotel AU,Recife (PE),2,312.83,625.66,06/25/2020
56376,549,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/16/2020
56378,549,Hotel AU,Recife (PE),3,312.83,938.49,07/30/2020
56380,549,Hotel AU,Recife (PE),2,312.83,625.66,08/13/2020
56387,549,Hotel AU,Recife (PE),3,312.83,938.49,10/01/2020
56388,549,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/08/2020
56389,549,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/15/2020
56392,549,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/05/2020
56394,549,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/19/2020
56395,549,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/26/2020
56396,549,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/03/2020
56397,549,Hotel AU,Recife (PE),1,312.83,312.83,12/10/2020
56402,549,Hotel AU,Recife (PE),1,312.83,312.83,01/14/2021
56403,549,Hotel K,Salvador (BH),2,263.41,526.82,01/21/2021
56408,549,Hotel BD,Natal (RN),2,242.88,485.76,02/25/2021
56409,549,Hotel BP,Brasilia (DF),2,247.62,495.24,03/04/2021
56414,549,Hotel BD,Natal (RN),2,242.88,485.76,04/08/2021
56417,549,Hotel K,Salvador (BH),3,263.41,790.23,04/29/2021
56418,549,Hotel K,Salvador (BH),1,263.41,263.41,05/06/2021
56420,549,Hotel BD,Natal (RN),3,242.88,728.64,05/20/2021
56421,549,Hotel BP,Brasilia (DF),2,247.62,495.24,05/27/2021
56426,549,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/01/2021
56427,549,Hotel BD,Natal (RN),2,242.88,485.76,07/08/2021
56428,549,Hotel K,Salvador (BH),4,263.41,1053.64,07/15/2021
56432,549,Hotel Z,Aracaju (SE),2,208.04,416.08,08/12/2021
56434,549,Hotel Z,Aracaju (SE),1,208.04,208.04,08/26/2021
56435,549,Hotel BP,Brasilia (DF),1,247.62,247.62,09/02/2021
56438,549,Hotel AU,Recife (PE),2,312.83,625.66,09/23/2021
56440,550,Hotel AU,Recife (PE),2,312.83,625.66,10/03/2019
56442,550,Hotel K,Salvador (BH),4,263.41,1053.64,10/17/2019
56444,550,Hotel BD,Natal (RN),4,242.88,971.52,10/31/2019
56447,550,Hotel AU,Recife (PE),3,312.83,938.49,11/21/2019
56449,550,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/05/2019
56451,550,Hotel BD,Natal (RN),3,242.88,728.64,12/19/2019
56454,550,Hotel BD,Natal (RN),1,242.88,242.88,01/09/2020
56461,550,Hotel BD,Natal (RN),1,242.88,242.88,02/27/2020
56467,550,Hotel BP,Brasilia (DF),3,247.62,742.86,04/09/2020
56469,550,Hotel Z,Aracaju (SE),4,208.04,832.16,04/23/2020
56475,550,Hotel BP,Brasilia (DF),1,247.62,247.62,06/04/2020
56477,550,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/18/2020
56481,550,Hotel A,Florianopolis (SC),1,313.02,313.02,07/16/2020
56487,550,Hotel BD,Natal (RN),1,242.88,242.88,08/27/2020
56498,550,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/12/2020
56504,550,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/24/2020
56509,550,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/28/2021
56510,550,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/04/2021
56512,550,Hotel Z,Aracaju (SE),4,208.04,832.16,02/18/2021
56514,550,Hotel Z,Aracaju (SE),4,208.04,832.16,03/04/2021
56515,550,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/11/2021
56528,551,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019
56529,551,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/05/2019
56530,551,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/12/2019
56535,551,Hotel Z,Aracaju (SE),4,208.04,832.16,01/16/2020
56537,551,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/30/2020
56540,551,Hotel AU,Recife (PE),2,312.83,625.66,02/20/2020
56541,551,Hotel A,Florianopolis (SC),3,313.02,939.06,02/27/2020
56543,551,Hotel BP,Brasilia (DF),4,247.62,990.48,03/12/2020
56555,551,Hotel K,Salvador (BH),3,263.41,790.23,06/04/2020
56559,551,Hotel BD,Natal (RN),4,242.88,971.52,07/02/2020
56560,551,Hotel Z,Aracaju (SE),4,208.04,832.16,07/09/2020
56564,551,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/06/2020
56570,551,Hotel AU,Recife (PE),3,312.83,938.49,09/17/2020
56574,552,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/03/2019
56577,552,Hotel BP,Brasilia (DF),4,247.62,990.48,10/24/2019
56579,552,Hotel Z,Aracaju (SE),2,208.04,416.08,11/07/2019
56580,552,Hotel BP,Brasilia (DF),2,247.62,495.24,11/14/2019
56585,552,Hotel BP,Brasilia (DF),2,247.62,495.24,12/19/2019
56588,552,Hotel AU,Recife (PE),1,312.83,312.83,01/09/2020
56589,552,Hotel BP,Brasilia (DF),3,247.62,742.86,01/16/2020
56597,552,Hotel Z,Aracaju (SE),2,208.04,416.08,03/12/2020
56598,552,Hotel Z,Aracaju (SE),2,208.04,416.08,03/19/2020
56599,552,Hotel BD,Natal (RN),2,242.88,485.76,03/26/2020
56606,552,Hotel AU,Recife (PE),4,312.83,1251.32,05/14/2020
56611,552,Hotel Z,Aracaju (SE),2,208.04,416.08,06/18/2020
56618,552,Hotel K,Salvador (BH),1,263.41,263.41,08/06/2020
56619,552,Hotel BP,Brasilia (DF),2,247.62,495.24,08/13/2020
56621,552,Hotel A,Florianopolis (SC),3,313.02,939.06,08/27/2020
56622,552,Hotel K,Salvador (BH),1,263.41,263.41,09/03/2020
56623,552,Hotel AU,Recife (PE),2,312.83,625.66,09/10/2020
56628,552,Hotel BD,Natal (RN),1,242.88,242.88,10/15/2020
56633,552,Hotel AU,Recife (PE),3,312.83,938.49,11/19/2020
56639,552,Hotel BD,Natal (RN),2,242.88,485.76,12/31/2020
56641,552,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/14/2021
56649,552,Hotel AU,Recife (PE),1,312.83,312.83,03/11/2021
56654,552,Hotel AU,Recife (PE),4,312.83,1251.32,04/15/2021
56658,552,Hotel K,Salvador (BH),4,263.41,1053.64,05/13/2021
56659,552,Hotel A,Florianopolis (SC),2,313.02,626.04,05/20/2021
56660,552,Hotel BP,Brasilia (DF),3,247.62,742.86,05/27/2021
56670,552,Hotel Z,Aracaju (SE),4,208.04,832.16,08/05/2021
56672,552,Hotel AU,Recife (PE),1,312.83,312.83,08/19/2021
56673,552,Hotel BD,Natal (RN),2,242.88,485.76,08/26/2021
56676,552,Hotel BD,Natal (RN),1,242.88,242.88,09/16/2021
56677,552,Hotel BD,Natal (RN),2,242.88,485.76,09/23/2021
56679,552,Hotel Z,Aracaju (SE),1,208.04,208.04,10/07/2021
56683,552,Hotel K,Salvador (BH),3,263.41,790.23,11/04/2021
56690,552,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/23/2021
56693,552,Hotel K,Salvador (BH),1,263.41,263.41,01/13/2022
56694,552,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/20/2022
56698,552,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/17/2022
56700,552,Hotel K,Salvador (BH),1,263.41,263.41,03/03/2022
56702,552,Hotel A,Florianopolis (SC),3,313.02,939.06,03/17/2022
56703,552,Hotel Z,Aracaju (SE),4,208.04,832.16,03/24/2022
56704,552,Hotel AU,Recife (PE),4,312.83,1251.32,03/31/2022
56710,552,Hotel BD,Natal (RN),4,242.88,971.52,05/12/2022
56718,552,Hotel A,Florianopolis (SC),2,313.02,626.04,07/07/2022
56720,552,Hotel A,Florianopolis (SC),1,313.02,313.02,07/21/2022
56724,552,Hotel AU,Recife (PE),3,312.83,938.49,08/18/2022
56725,552,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/25/2022
56727,552,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/08/2022
56730,552,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/29/2022
56731,552,Hotel Z,Aracaju (SE),1,208.04,208.04,10/06/2022
56738,552,Hotel AU,Recife (PE),3,312.83,938.49,11/24/2022
56741,552,Hotel K,Salvador (BH),3,263.41,790.23,12/15/2022
56744,552,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/05/2023
56748,552,Hotel AU,Recife (PE),4,312.83,1251.32,02/02/2023
56750,552,Hotel K,Salvador (BH),2,263.41,526.82,02/16/2023
56751,552,Hotel K,Salvador (BH),3,263.41,790.23,02/23/2023
56752,552,Hotel A,Florianopolis (SC),1,313.02,313.02,03/02/2023
56753,552,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/09/2023
56757,552,Hotel K,Salvador (BH),2,263.41,526.82,04/06/2023
56759,552,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/20/2023
56760,552,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/27/2023
56762,552,Hotel AU,Recife (PE),3,312.83,938.49,05/11/2023
56764,552,Hotel BD,Natal (RN),1,242.88,242.88,05/25/2023
56775,553,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/31/2019
56786,553,Hotel BD,Natal (RN),4,242.88,971.52,01/16/2020
56787,553,Hotel AU,Recife (PE),1,312.83,312.83,01/23/2020
56797,553,Hotel BP,Brasilia (DF),3,247.62,742.86,04/02/2020
56798,553,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/09/2020
56800,553,Hotel BP,Brasilia (DF),3,247.62,742.86,04/23/2020
56802,553,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/07/2020
56803,553,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020
56807,553,Hotel A,Florianopolis (SC),3,313.02,939.06,06/11/2020
56810,553,Hotel BP,Brasilia (DF),3,247.62,742.86,07/02/2020
56827,553,Hotel Z,Aracaju (SE),3,208.04,624.12,10/29/2020
56828,553,Hotel BD,Natal (RN),3,242.88,728.64,11/05/2020
56830,553,Hotel K,Salvador (BH),2,263.41,526.82,11/19/2020
56831,553,Hotel AU,Recife (PE),2,312.83,625.66,11/26/2020
56834,553,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/17/2020
56835,553,Hotel BP,Brasilia (DF),4,247.62,990.48,12/24/2020
56841,553,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/04/2021
56843,553,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/18/2021
56844,553,Hotel K,Salvador (BH),1,263.41,263.41,02/25/2021
56846,553,Hotel AU,Recife (PE),1,312.83,312.83,03/11/2021
56849,553,Hotel Z,Aracaju (SE),1,208.04,208.04,04/01/2021
56862,553,Hotel AU,Recife (PE),2,312.83,625.66,07/01/2021
56863,553,Hotel BP,Brasilia (DF),3,247.62,742.86,07/08/2021
56870,553,Hotel BD,Natal (RN),3,242.88,728.64,08/26/2021
56878,553,Hotel BD,Natal (RN),1,242.88,242.88,10/21/2021
56880,553,Hotel BD,Natal (RN),1,242.88,242.88,11/04/2021
56882,553,Hotel BD,Natal (RN),4,242.88,971.52,11/18/2021
56884,553,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/02/2021
56885,553,Hotel BP,Brasilia (DF),4,247.62,990.48,12/09/2021
56886,553,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/16/2021
56887,553,Hotel BD,Natal (RN),1,242.88,242.88,12/23/2021
56890,553,Hotel AU,Recife (PE),2,312.83,625.66,01/13/2022
56891,553,Hotel Z,Aracaju (SE),4,208.04,832.16,01/20/2022
56894,553,Hotel A,Florianopolis (SC),2,313.02,626.04,02/10/2022
56895,553,Hotel A,Florianopolis (SC),1,313.02,313.02,02/17/2022
56896,553,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/24/2022
56902,553,Hotel BD,Natal (RN),4,242.88,971.52,04/07/2022
56903,553,Hotel A,Florianopolis (SC),3,313.02,939.06,04/14/2022
56906,553,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/05/2022
56907,553,Hotel K,Salvador (BH),1,263.41,263.41,05/12/2022
56912,553,Hotel A,Florianopolis (SC),2,313.02,626.04,06/16/2022
56914,553,Hotel Z,Aracaju (SE),1,208.04,208.04,06/30/2022
56917,553,Hotel A,Florianopolis (SC),3,313.02,939.06,07/21/2022
56919,553,Hotel K,Salvador (BH),4,263.41,1053.64,08/04/2022
56922,553,Hotel BD,Natal (RN),3,242.88,728.64,08/25/2022
56923,553,Hotel K,Salvador (BH),4,263.41,1053.64,09/01/2022
56924,553,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/08/2022
56925,553,Hotel Z,Aracaju (SE),1,208.04,208.04,09/15/2022
56926,553,Hotel BP,Brasilia (DF),2,247.62,495.24,09/22/2022
56927,553,Hotel AU,Recife (PE),3,312.83,938.49,09/29/2022
56928,553,Hotel AU,Recife (PE),2,312.83,625.66,10/06/2022
56932,553,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/03/2022
56934,553,Hotel Z,Aracaju (SE),2,208.04,416.08,11/17/2022
56938,553,Hotel Z,Aracaju (SE),1,208.04,208.04,12/15/2022
56944,553,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/26/2023
56947,554,Hotel BP,Brasilia (DF),1,247.62,247.62,10/03/2019
56950,554,Hotel AU,Recife (PE),4,312.83,1251.32,10/24/2019
56952,554,Hotel BD,Natal (RN),2,242.88,485.76,11/07/2019
56954,554,Hotel BP,Brasilia (DF),3,247.62,742.86,11/21/2019
56956,554,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/05/2019
56957,554,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/12/2019
56963,554,Hotel Z,Aracaju (SE),1,208.04,208.04,01/23/2020
56964,554,Hotel Z,Aracaju (SE),3,208.04,624.12,01/30/2020
56967,554,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/20/2020
56968,554,Hotel BP,Brasilia (DF),4,247.62,990.48,02/27/2020
56969,554,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/05/2020
56974,554,Hotel K,Salvador (BH),3,263.41,790.23,04/09/2020
56980,554,Hotel AU,Recife (PE),1,312.83,312.83,05/21/2020
56985,554,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/25/2020
56990,554,Hotel BD,Natal (RN),4,242.88,971.52,07/30/2020
56998,554,Hotel BD,Natal (RN),1,242.88,242.88,09/24/2020
57006,554,Hotel BD,Natal (RN),3,242.88,728.64,11/19/2020
57007,554,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020
57008,554,Hotel AU,Recife (PE),3,312.83,938.49,12/03/2020
57012,554,Hotel AU,Recife (PE),3,312.83,938.49,12/31/2020
57014,554,Hotel AU,Recife (PE),3,312.83,938.49,01/14/2021
57017,554,Hotel K,Salvador (BH),2,263.41,526.82,02/04/2021
57020,554,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/25/2021
57022,554,Hotel BP,Brasilia (DF),4,247.62,990.48,03/11/2021
57023,554,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/18/2021
57026,554,Hotel BD,Natal (RN),1,242.88,242.88,04/08/2021
57029,554,Hotel K,Salvador (BH),1,263.41,263.41,04/29/2021
57030,554,Hotel A,Florianopolis (SC),1,313.02,313.02,05/06/2021
57031,554,Hotel BP,Brasilia (DF),4,247.62,990.48,05/13/2021
57038,554,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/01/2021
57040,554,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/15/2021
57044,554,Hotel K,Salvador (BH),4,263.41,1053.64,08/12/2021
57047,554,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/02/2021
57048,554,Hotel BP,Brasilia (DF),2,247.62,495.24,09/09/2021
57049,554,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/16/2021
57050,554,Hotel Z,Aracaju (SE),3,208.04,624.12,09/23/2021
57056,554,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/04/2021
57061,554,Hotel AU,Recife (PE),3,312.83,938.49,12/09/2021
57063,554,Hotel A,Florianopolis (SC),1,313.02,313.02,12/23/2021
57065,555,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/26/2019
57066,555,Hotel K,Salvador (BH),4,263.41,1053.64,10/03/2019
57067,555,Hotel BD,Natal (RN),2,242.88,485.76,10/10/2019
57069,555,Hotel BD,Natal (RN),1,242.88,242.88,10/24/2019
57074,555,Hotel BD,Natal (RN),4,242.88,971.52,11/28/2019
57078,555,Hotel Z,Aracaju (SE),3,208.04,624.12,12/26/2019
57083,555,Hotel BD,Natal (RN),4,242.88,971.52,01/30/2020
57085,555,Hotel K,Salvador (BH),4,263.41,1053.64,02/13/2020
57086,555,Hotel K,Salvador (BH),1,263.41,263.41,02/20/2020
57088,555,Hotel K,Salvador (BH),1,263.41,263.41,03/05/2020
57093,555,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/09/2020
57102,556,Hotel K,Salvador (BH),1,263.41,263.41,10/10/2019
57103,556,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/17/2019
57105,556,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/31/2019
57107,556,Hotel K,Salvador (BH),3,263.41,790.23,11/14/2019
57109,556,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019
57114,556,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/02/2020
57123,556,Hotel K,Salvador (BH),1,263.41,263.41,03/05/2020
57124,556,Hotel K,Salvador (BH),2,263.41,526.82,03/12/2020
57125,556,Hotel A,Florianopolis (SC),3,313.02,939.06,03/19/2020
57126,556,Hotel AU,Recife (PE),2,312.83,625.66,03/26/2020
57131,556,Hotel A,Florianopolis (SC),2,313.02,626.04,04/30/2020
57137,557,Hotel Z,Aracaju (SE),4,208.04,832.16,10/10/2019
57138,557,Hotel A,Florianopolis (SC),2,313.02,626.04,10/17/2019
57143,557,Hotel AU,Recife (PE),2,312.83,625.66,11/21/2019
57149,557,Hotel AU,Recife (PE),2,312.83,625.66,01/02/2020
57153,557,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/30/2020
57154,557,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/06/2020
57158,557,Hotel BP,Brasilia (DF),1,247.62,247.62,03/05/2020
57159,557,Hotel AU,Recife (PE),4,312.83,1251.32,03/12/2020
57162,557,Hotel Z,Aracaju (SE),3,208.04,624.12,04/02/2020
57167,557,Hotel AU,Recife (PE),4,312.83,1251.32,05/07/2020
57170,557,Hotel BP,Brasilia (DF),1,247.62,247.62,05/28/2020
57173,557,Hotel AU,Recife (PE),3,312.83,938.49,06/18/2020
57176,557,Hotel BD,Natal (RN),1,242.88,242.88,07/09/2020
57179,557,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/30/2020
57190,557,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/15/2020
57198,557,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/10/2020
57200,557,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/24/2020
57202,557,Hotel K,Salvador (BH),1,263.41,263.41,01/07/2021
57204,557,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/21/2021
57207,557,Hotel AU,Recife (PE),2,312.83,625.66,02/11/2021
57215,557,Hotel A,Florianopolis (SC),3,313.02,939.06,04/08/2021
57216,557,Hotel A,Florianopolis (SC),4,313.02,1252.08,04/15/2021
57220,557,Hotel Z,Aracaju (SE),3,208.04,624.12,05/13/2021
57224,557,Hotel K,Salvador (BH),2,263.41,526.82,06/10/2021
57234,557,Hotel AU,Recife (PE),3,312.83,938.49,08/19/2021
57237,557,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/09/2021
57241,557,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/07/2021
57249,557,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/02/2021
57250,557,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/09/2021
57251,557,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/16/2021
57254,557,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/06/2022
57256,557,Hotel Z,Aracaju (SE),2,208.04,416.08,01/20/2022
57261,557,Hotel AU,Recife (PE),2,312.83,625.66,02/24/2022
57263,557,Hotel K,Salvador (BH),1,263.41,263.41,03/10/2022
57264,557,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/17/2022
57267,557,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/07/2022
57272,557,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/12/2022
57276,557,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/09/2022
57277,557,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/16/2022
